transaction_id,transaction_amount,transaction_type,user_upi_id,transaction_year,transaction_month,transaction_date,transaction_time,Merchant_id,initiation_channel,geo_coordinates_latitude,geo_coordinates_longitude,remote_access_detected,Fraud Type,fraud_label,label_confidence
TXN004107,14611,PAY,user005@okbank,2026,2,22/02/26,2:52:00,MER0002,MOBILE,13.0320806187,77.5113480723,No,NONE,No,0.54
TXN000967,4020,PAY,user042@okbank,2026,5,04/05/26,18:24:00,MER0025,QR,13.0659348317,77.6386804304,No,NONE,No,0.08
TXN002520,8784,PAY,user006@okbank,2026,2,12/02/26,0:36:00,MER0122,INTENT,12.9942213302,77.5285962718,No,NONE,No,0.18
TXN002848,22062,PAY,user001@okbank,2026,3,06/03/26,1:03:00,MER0010,INTENT,12.9322104995,77.5337661007,No,NONE,No,0.26
TXN004073,22652,PAY,user039@okbank,2026,5,27/05/26,20:36:00,MER0089,MANDATE,12.9703903941,77.6085764694,No,NONE,No,0.11
TXN003940,23024,PAY,user027@okbank,2026,3,08/03/26,13:54:00,MER0133,MANDATE,12.9519792284,77.5317992352,No,NONE,No,0.4
TXN000415,10277,PAY,user006@okbank,2026,3,27/03/26,6:19:00,MER0026,MANDATE,12.912647125,77.6009026448,No,NONE,No,0.2
TXN000772,5731,PAY,user010@okbank,2026,2,23/02/26,11:53:00,MER0082,VPA,13.0156685645,77.5807373008,No,NONE,No,0.24
TXN003206,11638,PAY,user007@okbank,2026,6,20/06/26,12:05:00,MER0163,VPA,12.8797721443,77.6307953306,No,NONE,No,0.17
TXN002631,11621,PAY,user042@okbank,2026,6,17/06/26,0:53:00,MER0051,MANDATE,13.0268089336,77.5311852034,No,NONE,No,0.17
TXN004769,7154,PAY,user021@okbank,2026,4,18/04/26,16:10:00,MER0037,VPA,12.9047857162,77.6167196677,No,NONE,No,0.02
TXN001235,12551,PAY,user046@okbank,2026,2,20/02/26,6:50:00,MER0049,IN_APP,12.9525061639,77.6190536422,No,NONE,No,0.02
TXN002941,11710,PAY,user011@okbank,2026,3,18/03/26,23:29:00,MER0139,MANDATE,12.952728183,77.5437912305,No,NONE,No,0.26
TXN000189,68811,PAY,user031@okbank,2026,5,14/05/26,0:08:00,MER0088,MOBILE,13.0029903009,77.5313712936,No,REMOTE_ACCESS_FRAUD,Yes,0.78
TXN003137,28435,PAY,user040@okbank,2026,4,28/04/26,4:41:00,MER0034,ACCOUNT_IFSC,12.9926817575,77.5476995763,No,NONE,No,0.27
TXN002497,24030,PAY,user048@okbank,2026,1,23/01/26,23:41:00,MER0187,QR,13.0377115899,77.6363645644,No,NONE,No,0.38
TXN004955,7512,PAY,user026@okbank,2026,5,02/05/26,11:41:00,MER0052,MOBILE,12.9369694755,77.5802121367,No,NONE,No,0.2
TXN001778,11609,PAY,user001@okbank,2026,4,13/04/26,0:11:00,MER0160,QR,13.0234799618,77.5374675209,No,NONE,No,0.21
TXN000176,59631,PAY,user021@okbank,2026,3,18/03/26,18:14:00,MER0067,VPA,12.9607114581,77.6358293816,No,COLLECT_REQUEST_FRAUD,Yes,0.66
TXN000936,28934,PAY,user001@okbank,2026,5,27/05/26,4:31:00,MER0113,QR,12.9831952996,77.5676648255,No,NONE,No,0.29
TXN002425,20395,PAY,user014@okbank,2026,4,04/04/26,22:02:00,MER0022,ACCOUNT_IFSC,12.9106858989,77.4891855413,No,NONE,No,0.19
TXN003655,10667,PAY,user020@okbank,2026,3,19/03/26,2:28:00,MER0156,IN_APP,12.9796128877,77.6647415279,No,NONE,No,0.45
TXN003255,33109,PAY,user042@okbank,2026,5,07/05/26,11:33:00,MER0199,INTENT,12.9975500985,77.6053786017,No,NONE,No,0.33
TXN002097,28401,PAY,user013@okbank,2026,1,20/01/26,0:50:00,MER0043,QR,13.009307295,77.5214364219,No,NONE,No,0.31
TXN003830,20433,PAY,user011@okbank,2026,5,04/05/26,6:52:00,MER0019,VPA,12.9161717801,77.6250476741,No,NONE,No,0.31
TXN002755,32802,PAY,user024@okbank,2026,6,07/06/26,1:19:00,MER0005,MOBILE,12.9656569005,77.5930866653,No,NONE,No,0.35
TXN002452,21465,PAY,user013@okbank,2026,6,16/06/26,10:33:00,MER0131,INTENT,13.0329779671,77.6589317567,No,NONE,No,0.34
TXN000633,8197,PAY,user024@okbank,2026,2,20/02/26,18:39:00,MER0054,INTENT,12.9301257074,77.5536074159,No,NONE,No,0.38
TXN001585,13475,PAY,user014@okbank,2026,4,02/04/26,3:33:00,MER0172,VPA,12.9303398102,77.4641463353,No,NONE,No,0.25
TXN001212,15813,PAY,user019@okbank,2026,5,18/05/26,2:16:00,MER0027,INTENT,13.0080225526,77.6175883444,No,NONE,No,0.32
TXN000912,17428,PAY,user035@okbank,2026,4,01/04/26,21:21:00,MER0120,COLLECT,12.9817219647,77.6270927734,No,NONE,No,0.3
TXN001077,100,PAY,user037@okbank,2026,1,28/01/26,18:23:00,MER0102,QR,12.945449559,77.5490680169,No,NONE,No,0.16
TXN000538,24304,PAY,user040@okbank,2026,3,04/03/26,15:16:00,MER0139,MOBILE,12.9064493822,77.5331652541,No,NONE,No,0.37
TXN001866,8854,PAY,user005@okbank,2026,1,09/01/26,20:54:00,MER0147,COLLECT,13.041433839,77.5894223666,No,NONE,No,0.43
TXN003290,23190,PAY,user002@okbank,2026,3,13/03/26,4:14:00,MER0112,INTENT,12.979211148,77.5723276933,No,NONE,No,0.36
TXN000145,26838,PAY,user043@okbank,2026,5,02/05/26,9:34:00,MER0069,QR,12.9396382475,77.5911220927,No,TEST_THEN_DRAIN,Yes,0.75
TXN003605,11815,PAY,user028@okbank,2026,3,09/03/26,2:04:00,MER0114,VPA,12.9602157532,77.7029213939,No,NONE,No,0.43
TXN003979,15384,PAY,user023@okbank,2026,5,25/05/26,13:56:00,MER0089,COLLECT,12.9582870493,77.5023438086,No,NONE,No,0.29
TXN003594,10951,PAY,user015@okbank,2026,4,28/04/26,10:21:00,MER0156,QR,12.9672762046,77.6659222793,No,NONE,No,0.33
TXN002175,20637,PAY,user018@okbank,2026,6,03/06/26,21:35:00,MER0069,QR,12.9720954292,77.6105836374,No,NONE,No,0.42
TXN000042,59799,PAY,user023@okbank,2026,2,11/02/26,2:37:00,MER0200,VPA,12.9847078919,77.6042127677,No,FAKE_CUSTOMER_CARE,Yes,0.74
TXN002682,42045,PAY,user046@okbank,2026,6,17/06/26,13:49:00,MER0104,ACCOUNT_IFSC,12.8711551548,77.5925683927,No,NONE,No,0.04
TXN002234,100,PAY,user043@okbank,2026,6,21/06/26,16:07:00,MER0157,VPA,12.9712317981,77.6556771874,No,NONE,No,0.28
TXN002247,21252,PAY,user006@okbank,2026,1,23/01/26,1:15:00,MER0128,COLLECT,12.8764740722,77.6304705658,No,NONE,No,0.06
TXN000814,17189,PAY,user007@okbank,2026,6,11/06/26,20:38:00,MER0023,IN_APP,12.9402651131,77.5728263009,No,NONE,No,0.21
TXN004499,15798,PAY,user032@okbank,2026,6,03/06/26,2:38:00,MER0017,INTENT,13.0335678222,77.5811202391,No,NONE,No,0.24
TXN001728,3582,PAY,user048@okbank,2026,6,25/06/26,17:32:00,MER0048,MOBILE,12.8964862477,77.6312224258,No,NONE,No,0.02
TXN002518,18959,PAY,user026@okbank,2026,3,03/03/26,2:32:00,MER0088,MANDATE,13.0450038663,77.5518908998,No,NONE,No,0.34
TXN001279,19418,PAY,user022@okbank,2026,6,07/06/26,19:35:00,MER0103,MOBILE,13.018325195,77.6453597609,No,NONE,No,0.02
TXN004661,15365,PAY,user042@okbank,2026,3,22/03/26,21:34:00,MER0063,MANDATE,12.8945460946,77.5593381185,No,NONE,No,0.41
TXN001772,100,PAY,user049@okbank,2026,4,14/04/26,20:03:00,MER0036,MANDATE,12.8115318725,77.589472125,No,NONE,No,0.15
TXN003309,24002,PAY,user012@okbank,2026,3,16/03/26,5:54:00,MER0010,COLLECT,12.9259437075,77.6316926197,No,NONE,No,0.15
TXN003719,24302,PAY,user029@okbank,2026,6,22/06/26,1:05:00,MER0162,MOBILE,12.9726808451,77.6406885154,No,NONE,No,0.26
TXN002836,11988,PAY,user049@okbank,2026,3,16/03/26,9:58:00,MER0135,INTENT,12.9681121214,77.5385272021,No,NONE,No,0.29
TXN000431,18644,PAY,user022@okbank,2026,2,06/02/26,20:43:00,MER0011,MANDATE,13.0051716811,77.6524311702,No,NONE,No,0.29
TXN000643,36861,PAY,user029@okbank,2026,1,01/01/26,10:06:00,MER0138,COLLECT,13.0121997087,77.5542642384,No,NONE,No,0.27
TXN004595,12100,PAY,user027@okbank,2026,5,27/05/26,21:58:00,MER0180,MANDATE,12.9390671838,77.6350442482,No,NONE,No,0.17
TXN000631,23228,PAY,user002@okbank,2026,4,26/04/26,18:14:00,MER0086,COLLECT,12.9703015017,77.5412679662,No,NONE,No,0.26
TXN000535,20815,PAY,user026@okbank,2026,3,18/03/26,3:21:00,MER0034,INTENT,12.9983926331,77.5260358877,No,NONE,No,0.22
TXN002589,14383,PAY,user030@okbank,2026,6,28/06/26,23:32:00,MER0014,COLLECT,12.9708673482,77.5219580817,No,NONE,No,0.12
TXN001244,22253,PAY,user030@okbank,2026,1,22/01/26,9:23:00,MER0074,IN_APP,12.8601758443,77.6179997397,No,NONE,No,0.25
TXN000951,14336,PAY,user003@okbank,2026,3,12/03/26,11:31:00,MER0064,COLLECT,13.0009331966,77.6040105557,Yes,NONE,No,0.27
TXN001393,22109,PAY,user031@okbank,2026,3,06/03/26,17:56:00,MER0095,INTENT,12.9081236594,77.5889076286,No,NONE,No,0.25
TXN001932,16422,PAY,user036@okbank,2026,5,20/05/26,13:08:00,MER0149,COLLECT,12.9678973428,77.4517037945,No,NONE,No,0.29
TXN003375,12245,PAY,user024@okbank,2026,6,03/06/26,15:57:00,MER0040,IN_APP,12.9176109283,77.538070418,No,NONE,No,0.44
TXN000874,11642,PAY,user009@okbank,2026,5,26/05/26,14:54:00,MER0109,IN_APP,12.970661645,77.5168136505,No,NONE,No,0.31
TXN000970,2692,PAY,user026@okbank,2026,5,04/05/26,16:49:00,MER0069,IN_APP,12.9434017411,77.6103895919,No,NONE,No,0.02
TXN000825,13221,PAY,user008@okbank,2026,4,10/04/26,18:03:00,MER0200,QR,12.9130050787,77.6412722667,No,NONE,No,0.4
TXN001904,100,PAY,user004@okbank,2026,4,27/04/26,15:44:00,MER0172,MOBILE,12.9784442064,77.4425956119,No,NONE,No,0.17
TXN003105,13096,PAY,user050@okbank,2026,1,27/01/26,1:57:00,MER0026,QR,12.9576070722,77.6222403715,No,NONE,No,0.13
TXN004546,4019,PAY,user047@okbank,2026,2,13/02/26,17:50:00,MER0180,VPA,12.9678454314,77.500565949,No,NONE,No,0.29
TXN000393,100,PAY,user018@okbank,2026,4,06/04/26,13:23:00,MER0171,ACCOUNT_IFSC,12.9825775151,77.4902126253,No,NONE,No,0.16
TXN000210,60144,PAY,user017@okbank,2026,4,14/04/26,5:57:00,MER0118,COLLECT,13.0067643269,77.6082553015,No,SIM_SWAP_DRAIN,Yes,0.82
TXN003229,100,PAY,user029@okbank,2026,5,03/05/26,1:52:00,MER0024,VPA,12.9074762307,77.6118506995,No,NONE,No,0.45
TXN004270,12107,PAY,user017@okbank,2026,4,11/04/26,0:09:00,MER0094,MANDATE,12.9129422424,77.6488763525,No,NONE,No,0.13
TXN003588,7365,PAY,user018@okbank,2026,2,10/02/26,0:22:00,MER0123,MANDATE,12.9672459484,77.5177612003,No,NONE,No,0.39
TXN003386,20624,PAY,user044@okbank,2026,4,20/04/26,8:44:00,MER0082,COLLECT,13.0229292847,77.6026946811,No,NONE,No,0.12
TXN004360,21518,PAY,user017@okbank,2026,3,13/03/26,3:05:00,MER0148,QR,12.9959322527,77.5748557711,No,NONE,No,0.38
TXN003139,1384,PAY,user007@okbank,2026,5,16/05/26,20:34:00,MER0139,ACCOUNT_IFSC,13.0074495054,77.5962633987,No,NONE,No,0.51
TXN003918,19464,PAY,user017@okbank,2026,3,18/03/26,13:46:00,MER0038,COLLECT,12.9724603914,77.5621870411,No,NONE,No,0.26
TXN000605,37497,PAY,user040@okbank,2026,4,28/04/26,5:25:00,MER0085,COLLECT,12.9386406464,77.5907280904,No,NONE,No,0.21
TXN004770,15987,PAY,user046@okbank,2026,1,15/01/26,23:09:00,MER0069,INTENT,13.0741387863,77.5772569008,No,NONE,No,0.24
TXN002454,18434,PAY,user050@okbank,2026,5,05/05/26,11:23:00,MER0016,MOBILE,12.9469453683,77.5752495029,No,NONE,No,0.34
TXN001147,11574,PAY,user042@okbank,2026,2,09/02/26,12:10:00,MER0027,MOBILE,12.9862965651,77.6812609574,No,NONE,No,0.27
TXN000637,17999,PAY,user020@okbank,2026,4,09/04/26,13:04:00,MER0142,ACCOUNT_IFSC,12.9316757687,77.6671986188,No,NONE,No,0.12
TXN000151,28460,PAY,user010@okbank,2026,5,25/05/26,22:05:00,MER0055,COLLECT,12.9775120208,77.6474414698,No,INVESTMENT_SCAM,Yes,0.98
TXN001563,18034,PAY,user018@okbank,2026,6,10/06/26,1:08:00,MER0158,IN_APP,12.9341172405,77.6801991906,No,NONE,No,0.27
TXN003966,7811,PAY,user041@okbank,2026,1,12/01/26,12:44:00,MER0161,COLLECT,13.0049596641,77.643969747,No,NONE,No,0.46
TXN003242,6661,PAY,user020@okbank,2026,2,06/02/26,15:42:00,MER0141,COLLECT,12.9298821224,77.5565875467,No,NONE,No,0.11
TXN000571,15123,PAY,user039@okbank,2026,2,27/02/26,7:42:00,MER0140,MOBILE,13.0169165611,77.6002722074,No,NONE,No,0.17
TXN003900,6023,PAY,user034@okbank,2026,6,18/06/26,3:38:00,MER0068,VPA,12.9567014147,77.5654602826,No,NONE,No,0.13
TXN002197,11873,PAY,user050@okbank,2026,1,12/01/26,13:21:00,MER0171,INTENT,13.0084837847,77.5767671344,No,NONE,No,0.05
TXN003870,11416,PAY,user013@okbank,2026,6,13/06/26,7:57:00,MER0152,IN_APP,12.9538223047,77.539596775,No,NONE,No,0.28
TXN002827,100,PAY,user010@okbank,2026,2,07/02/26,0:36:00,MER0186,VPA,12.9639307863,77.6286586696,No,NONE,No,0.27
TXN001844,100,PAY,user034@okbank,2026,6,07/06/26,1:23:00,MER0151,INTENT,12.9436392004,77.573716745,No,NONE,No,0.12
TXN000922,14547,PAY,user046@okbank,2026,6,16/06/26,0:15:00,MER0151,ACCOUNT_IFSC,13.0476528024,77.5737610764,No,NONE,No,0.26
TXN001448,17280,PAY,user026@okbank,2026,1,22/01/26,16:14:00,MER0042,ACCOUNT_IFSC,12.8857219054,77.644955674,No,NONE,No,0.18
TXN004782,100,PAY,user018@okbank,2026,3,17/03/26,13:26:00,MER0098,QR,12.99749151,77.5488806327,No,NONE,No,0.25
TXN003492,5121,PAY,user028@okbank,2026,3,16/03/26,22:07:00,MER0063,COLLECT,12.8878185311,77.4854038869,No,NONE,No,0.31
TXN003602,16567,PAY,user041@okbank,2026,6,24/06/26,5:15:00,MER0115,MOBILE,13.0171284864,77.6873042779,No,NONE,No,0.15
TXN000721,11327,PAY,user043@okbank,2026,1,24/01/26,0:19:00,MER0169,VPA,12.9312318773,77.5017444026,No,NONE,No,0.14
TXN002459,14964,PAY,user037@okbank,2026,2,25/02/26,17:18:00,MER0112,MANDATE,12.9434564851,77.6044861742,No,NONE,No,0.47
TXN003409,100,PAY,user014@okbank,2026,1,22/01/26,0:38:00,MER0025,QR,13.0121450282,77.5854746203,No,NONE,No,0.25
TXN001200,100,PAY,user045@okbank,2026,5,01/05/26,12:40:00,MER0104,INTENT,12.9081856194,77.6224507883,No,NONE,No,0.55
TXN003420,14227,PAY,user032@okbank,2026,1,06/01/26,22:19:00,MER0035,ACCOUNT_IFSC,12.9222157252,77.5349002152,No,NONE,No,0.37
TXN000460,24076,PAY,user028@okbank,2026,5,02/05/26,17:40:00,MER0099,INTENT,12.9416138558,77.5463603739,No,NONE,No,0.46
TXN003119,22588,PAY,user028@okbank,2026,3,10/03/26,12:02:00,MER0057,ACCOUNT_IFSC,12.9926605704,77.5881086827,No,NONE,No,0.37
TXN000466,15642,PAY,user040@okbank,2026,4,05/04/26,6:41:00,MER0185,IN_APP,12.9554347462,77.6722464231,No,NONE,No,0.04
TXN000879,16878,PAY,user049@okbank,2026,3,25/03/26,10:57:00,MER0082,ACCOUNT_IFSC,13.0344142142,77.594251964,No,NONE,No,0.31
TXN005000,17172,PAY,user015@okbank,2026,4,01/04/26,23:43:00,MER0013,MANDATE,13.0194359831,77.5710683282,No,NONE,No,0.34
TXN000276,16747,PAY,user031@okbank,2026,3,22/03/26,5:10:00,MER0123,ACCOUNT_IFSC,12.9462748621,77.5017609513,No,NONE,No,0.13
TXN004139,6748,PAY,user020@okbank,2026,1,09/01/26,4:35:00,MER0196,COLLECT,12.9519502824,77.5624191098,No,NONE,No,0.34
TXN004093,19047,PAY,user023@okbank,2026,6,14/06/26,21:26:00,MER0183,IN_APP,12.9412944765,77.6500713428,No,NONE,No,0.32
TXN003299,16965,PAY,user022@okbank,2026,6,17/06/26,17:49:00,MER0053,COLLECT,12.9855919785,77.5360191684,No,NONE,No,0.09
TXN000919,28594,PAY,user039@okbank,2026,5,24/05/26,17:03:00,MER0003,MOBILE,13.0275245979,77.5794171285,No,NONE,No,0.15
TXN004246,7230,PAY,user011@okbank,2026,1,25/01/26,21:31:00,MER0193,MANDATE,12.9228798557,77.5333007178,No,NONE,No,0.15
TXN003463,19553,PAY,user035@okbank,2026,2,09/02/26,9:34:00,MER0132,MANDATE,12.9065002325,77.5725135183,No,NONE,No,0.02
TXN001637,100,PAY,user021@okbank,2026,5,07/05/26,22:20:00,MER0042,VPA,13.0696727385,77.6124886756,No,NONE,No,0.21
TXN002325,11146,PAY,user009@okbank,2026,5,06/05/26,13:39:00,MER0035,ACCOUNT_IFSC,12.9135633852,77.5474322681,No,NONE,No,0.26
TXN003725,23017,PAY,user045@okbank,2026,5,16/05/26,8:46:00,MER0159,IN_APP,12.9632401792,77.5921953205,No,NONE,No,0.37
TXN004193,11775,PAY,user002@okbank,2026,2,21/02/26,15:02:00,MER0061,IN_APP,12.9901954762,77.5333980745,No,NONE,No,0.36
TXN004815,14488,PAY,user028@okbank,2026,3,10/03/26,7:10:00,MER0186,ACCOUNT_IFSC,12.9966275452,77.5911304701,No,NONE,No,0.02
TXN002879,100,PAY,user021@okbank,2026,6,06/06/26,17:53:00,MER0027,MOBILE,12.9160785717,77.6149545933,No,NONE,No,0.7
TXN000821,468,PAY,user046@okbank,2026,3,20/03/26,10:03:00,MER0045,MOBILE,12.9622641912,77.5520059942,No,NONE,No,0.25
TXN004077,10390,PAY,user049@okbank,2026,4,19/04/26,21:27:00,MER0096,INTENT,12.8954548473,77.6050824567,No,NONE,No,0.37
TXN003395,19395,PAY,user007@okbank,2026,5,19/05/26,7:07:00,MER0079,COLLECT,12.9085727861,77.663175804,No,NONE,No,0.15
TXN004735,37609,PAY,user020@okbank,2026,2,04/02/26,5:50:00,MER0110,VPA,12.9475974411,77.519326147,No,NONE,No,0.13
TXN003227,100,PAY,user039@okbank,2026,4,05/04/26,2:45:00,MER0153,QR,12.9023359003,77.7055286428,No,NONE,No,0.18
TXN004646,23044,PAY,user014@okbank,2026,3,13/03/26,19:43:00,MER0165,MOBILE,12.9651123912,77.6478750476,No,NONE,No,0.27
TXN003333,14768,PAY,user036@okbank,2026,6,19/06/26,15:33:00,MER0171,VPA,13.0454293459,77.6089447936,No,NONE,No,0.28
TXN003043,24073,PAY,user026@okbank,2026,1,18/01/26,11:58:00,MER0074,INTENT,12.9639778045,77.6499975654,No,NONE,No,0.3
TXN004213,20711,PAY,user011@okbank,2026,4,27/04/26,0:54:00,MER0041,MOBILE,13.0091161166,77.5940857986,No,NONE,No,0.19
TXN001288,20742,PAY,user036@okbank,2026,6,15/06/26,7:58:00,MER0097,MANDATE,13.008434537,77.5532967746,No,NONE,No,0.24
TXN002794,26149,PAY,user037@okbank,2026,3,25/03/26,11:07:00,MER0067,VPA,12.9538546066,77.6745166878,No,NONE,No,0.56
TXN004371,17077,PAY,user043@okbank,2026,6,18/06/26,13:11:00,MER0145,QR,12.9303623435,77.5261217827,No,NONE,No,0.34
TXN004571,8643,PAY,user002@okbank,2026,1,26/01/26,16:55:00,MER0079,INTENT,12.9012593439,77.6209636515,No,NONE,No,0.4
TXN003679,18893,PAY,user039@okbank,2026,1,19/01/26,13:03:00,MER0053,INTENT,12.9833971709,77.5989641956,No,NONE,No,0.13
TXN004541,27545,PAY,user037@okbank,2026,5,22/05/26,3:18:00,MER0035,VPA,12.984391406,77.6907495093,No,NONE,No,0.24
TXN002928,21743,PAY,user022@okbank,2026,2,18/02/26,12:14:00,MER0079,COLLECT,12.9695617591,77.5861654743,No,NONE,No,0.47
TXN001910,25109,PAY,user004@okbank,2026,4,06/04/26,21:59:00,MER0092,MOBILE,13.0155356527,77.4791958441,No,NONE,No,0.38
TXN003170,10439,PAY,user009@okbank,2026,3,06/03/26,15:42:00,MER0016,QR,12.9226354812,77.548416313,No,NONE,No,0.12
TXN004207,19316,PAY,user017@okbank,2026,5,12/05/26,19:41:00,MER0092,ACCOUNT_IFSC,13.0301904465,77.6744244478,No,NONE,No,0.52
TXN004982,13654,PAY,user036@okbank,2026,3,25/03/26,4:20:00,MER0183,INTENT,12.9547102392,77.5295310326,Yes,NONE,No,0.18
TXN003192,13789,PAY,user007@okbank,2026,2,09/02/26,16:35:00,MER0077,MANDATE,13.0034210013,77.5714478151,No,NONE,No,0.53
TXN001404,100,PAY,user027@okbank,2026,1,15/01/26,2:18:00,MER0045,MANDATE,13.0179706777,77.5149899079,No,NONE,No,0.31
TXN003180,27875,PAY,user002@okbank,2026,1,14/01/26,1:20:00,MER0083,IN_APP,12.9124697362,77.6020524114,No,NONE,No,0.21
TXN004575,564,PAY,user040@okbank,2026,5,13/05/26,14:26:00,MER0019,QR,12.984673364,77.5812673213,No,NONE,No,0.2
TXN003176,25405,PAY,user028@okbank,2026,3,25/03/26,5:58:00,MER0119,COLLECT,12.9743019174,77.5315203586,No,NONE,No,0.21
TXN004678,22030,PAY,user041@okbank,2026,1,16/01/26,5:43:00,MER0134,MANDATE,12.9724604294,77.5704109907,No,NONE,No,0.38
TXN004160,31570,PAY,user007@okbank,2026,3,05/03/26,14:41:00,MER0195,IN_APP,12.8854624708,77.5204636336,No,NONE,No,0.3
TXN001440,15234,PAY,user031@okbank,2026,5,21/05/26,8:36:00,MER0034,MANDATE,12.9435070707,77.4941118416,No,NONE,No,0.35
TXN003006,18660,PAY,user021@okbank,2026,5,17/05/26,1:26:00,MER0072,VPA,13.0012949321,77.6497304634,No,NONE,No,0.29
TXN002267,10173,PAY,user007@okbank,2026,3,06/03/26,11:18:00,MER0117,ACCOUNT_IFSC,12.9486603323,77.5960984488,No,NONE,No,0.31
TXN003744,391,PAY,user037@okbank,2026,3,16/03/26,0:42:00,MER0137,COLLECT,12.9329025419,77.626231391,No,NONE,No,0.33
TXN003015,28485,PAY,user035@okbank,2026,4,17/04/26,18:29:00,MER0105,QR,12.9881236363,77.5619459918,No,NONE,No,0.46
TXN001762,16532,PAY,user006@okbank,2026,6,15/06/26,2:46:00,MER0098,INTENT,12.9934673216,77.6150755976,No,NONE,No,0.04
TXN004677,27431,PAY,user049@okbank,2026,6,01/06/26,18:19:00,MER0174,VPA,12.8340950924,77.6243782737,No,NONE,No,0.31
TXN004307,32772,PAY,user034@okbank,2026,6,03/06/26,22:45:00,MER0168,IN_APP,13.0471380281,77.5796774841,No,NONE,No,0.33
TXN000620,16278,PAY,user036@okbank,2026,2,13/02/26,13:41:00,MER0156,COLLECT,12.9563302339,77.5541697259,No,NONE,No,0.2
TXN003126,745,PAY,user033@okbank,2026,3,17/03/26,20:26:00,MER0099,ACCOUNT_IFSC,12.9028184356,77.5977734748,No,NONE,No,0.25
TXN002867,18166,PAY,user007@okbank,2026,6,02/06/26,19:28:00,MER0088,ACCOUNT_IFSC,12.9786405012,77.5760084212,No,NONE,No,0.4
TXN000716,11936,PAY,user029@okbank,2026,2,03/02/26,16:26:00,MER0084,COLLECT,12.9796199019,77.60531823,No,NONE,No,0.06
TXN002233,21349,PAY,user030@okbank,2026,5,04/05/26,17:14:00,MER0051,INTENT,12.9934594818,77.5596847328,No,NONE,No,0.33
TXN000342,7094,PAY,user005@okbank,2026,3,03/03/26,20:36:00,MER0015,INTENT,12.8403273946,77.5918251515,No,NONE,No,0.16
TXN000899,26235,PAY,user043@okbank,2026,5,11/05/26,7:58:00,MER0051,INTENT,12.9016237005,77.4986094916,No,NONE,No,0.18
TXN004519,14993,PAY,user008@okbank,2026,6,06/06/26,9:24:00,MER0072,ACCOUNT_IFSC,13.032536212,77.4828155407,No,NONE,No,0.02
TXN000784,100,PAY,user016@okbank,2026,3,25/03/26,19:59:00,MER0143,MOBILE,13.0002818983,77.5203547995,No,NONE,No,0.4
TXN003243,23950,PAY,user032@okbank,2026,5,07/05/26,8:21:00,MER0047,MOBILE,12.9393656339,77.6409156058,No,NONE,No,0.24
TXN000446,13264,PAY,user011@okbank,2026,4,09/04/26,3:11:00,MER0197,COLLECT,12.9839686842,77.5890376668,No,NONE,No,0.22
TXN001944,21501,PAY,user016@okbank,2026,5,25/05/26,21:46:00,MER0197,MOBILE,12.9750584366,77.6201402909,No,NONE,No,0.33
TXN004287,7783,PAY,user014@okbank,2026,5,27/05/26,12:31:00,MER0079,MANDATE,12.9612172828,77.5967251443,No,NONE,No,0.08
TXN002668,25968,PAY,user048@okbank,2026,1,07/01/26,19:08:00,MER0049,COLLECT,13.0103400865,77.5694776871,No,NONE,No,0.38
TXN002730,19952,PAY,user043@okbank,2026,3,27/03/26,13:51:00,MER0057,QR,12.976778491,77.6075974129,No,NONE,No,0.41
TXN004318,100,PAY,user016@okbank,2026,5,10/05/26,15:45:00,MER0085,IN_APP,12.957568943,77.5640464516,No,NONE,No,0.19
TXN000320,34336,PAY,user040@okbank,2026,6,14/06/26,0:05:00,MER0039,COLLECT,13.0042490185,77.5581381139,No,NONE,No,0.42
TXN001614,31951,PAY,user026@okbank,2026,6,11/06/26,21:21:00,MER0087,VPA,13.0149432256,77.5752516389,No,NONE,No,0.43
TXN001002,7848,PAY,user028@okbank,2026,6,26/06/26,8:45:00,MER0138,MOBILE,12.9526201646,77.6105192858,No,NONE,No,0.5
TXN002209,10621,PAY,user001@okbank,2026,4,14/04/26,11:49:00,MER0112,INTENT,12.9395880635,77.5779526752,No,NONE,No,0.11
TXN004220,12634,PAY,user029@okbank,2026,6,18/06/26,23:33:00,MER0126,MOBILE,12.9827178264,77.5605528485,No,NONE,No,0.22
TXN001087,16835,PAY,user041@okbank,2026,5,22/05/26,10:26:00,MER0079,MOBILE,12.934611492,77.5428330337,No,NONE,No,0.13
TXN004758,14521,PAY,user041@okbank,2026,6,12/06/26,10:50:00,MER0046,ACCOUNT_IFSC,13.0245117382,77.5867751411,No,NONE,No,0.08
TXN002433,30671,PAY,user014@okbank,2026,5,11/05/26,12:57:00,MER0012,IN_APP,12.9581914986,77.6222569753,No,NONE,No,0.12
TXN004308,21956,PAY,user003@okbank,2026,6,09/06/26,15:37:00,MER0048,MANDATE,12.9471716718,77.5739867633,No,NONE,No,0.19
TXN004315,24099,PAY,user022@okbank,2026,4,12/04/26,17:19:00,MER0102,IN_APP,12.9408546841,77.5812816617,No,NONE,No,0.15
TXN002918,2711,PAY,user028@okbank,2026,6,09/06/26,16:48:00,MER0095,QR,13.0517571333,77.5820531723,No,NONE,No,0.42
TXN003230,27778,PAY,user018@okbank,2026,6,13/06/26,12:36:00,MER0192,ACCOUNT_IFSC,13.0063080603,77.5896983721,No,NONE,No,0.35
